Condition	Tag	PPI.long	PPI.short	Gene.1	Gene.2	ORF.1	ORF.2	FC (UP-tag)	q-val (UP-tag)	FC (DN-tag)	q-val (DN-tag)
ethanol	TM_2614	FLC2_F1::SFK1_F3	FLC2:SFK1	FLC2	SFK1	YAL053W	YKL051W	0.328720185414669	0.0108941376973182	0.873174593494738	0.000736547533251156
ethanol	TM_3593	SFK1_F1::YLR326W_F3	SFK1:YLR326W	SFK1	YLR326W	YKL051W	YLR326W	1.22266063550112	0.00200892560275212	1.08183460411952	0.00455913763156025
ethanol	TM_3348	TPO1_F1::MSC3_F3	TPO1:MSC3	TPO1	MSC3	YLL028W	YLR219W	0.766459553029106	1.97567590242528e-05	0.42528712896922	0.00157793973105606
ethanol	TM_1885	YBL029C-A_F1::HSP30_F3	YBL029C-A:HSP30	YBL029C-A	HSP30	YBL029C-A	YCR021C	0.794091589158089	4.54853981399725e-06	0.839856549483819	3.12199584035353e-05
ethanol	TM_2603	HSP30_F1::FLC1_F3	HSP30:FLC1	HSP30	FLC1	YCR021C	YPL221W	0.256440776344526	0.0115604112232047	0.943605546237359	0.000153543827885687
ethanol	TM_0749	HSP30_F1::OSH6_F3	HSP30:OSH6	HSP30	OSH6	YCR021C	YKR003W	0.935794237412418	0.000188364505655752	1.35809066251567	3.81041977177004e-06
ethanol	TM_3914	ALO1_F1::TOM20_F3	ALO1:TOM20	ALO1	TOM20	YML086C	YGR082W	0.39054752535978	0.000330172826999422	0.440636474646729	8.38595702231068e-05
ethanol	TM_3478	RPT1_F1::RPN1_F3	RPT1:RPN1	RPT1	RPN1	YKL145W	YHR027C	0.565429263427966	3.93874237561104e-05	0.49531403141118	0.000177467012532671
ethanol	TM_3694	MEH1_F1::VAC8_F3	MEH1:VAC8	MEH1	VAC8	YKR007W	YEL013W	0.742138154271373	0.000581023569139975	0.620661446756413	0.00163981364104819
ethanol	TM_3421	KEX1_F1::ITR1_F3	KEX1:ITR1	KEX1	ITR1	YGL203C	YDR497C	0.363400915455729	0.000625126856680955	0.283370253569307	0.0137620782003913
ethanol	TM_4026	YPT32_F1::GDI1_F3	YPT32:GDI1	YPT32	GDI1	YGL210W	YER136W	0.509414828672176	0.000320470380436185	1.28829463931433	9.97140742730743e-05
ethanol	TM_1066	ERP1_F1::ERP4_F3	ERP1:ERP4	ERP1	ERP4	YAR002C-A	YOR016C	0.518651974857292	0.000345749894159685	0.46454149469367	0.00306996803247659
ethanol	TM_3335	FAT1_F1::RER2_F3	FAT1:RER2	FAT1	RER2	YBR041W	YBR002C	0.485845702314315	0.00206362939852867	0.62452401948112	0.000773878648146736
ethanol	TM_0383	YKE2_F1::GIM5_F3	YKE2:GIM5	YKE2	GIM5	YLR200W	YML094W	0.550469504218464	1.39730181975333e-05	0.397202675453237	8.36642536903746e-05
ethanol	TM_3388	VRP1_F1::ARC15_F3	VRP1:ARC15	VRP1	ARC15	YLR337C	YIL062C	0.387188842256137	0.00135204232032063	1.1165809277867	2.71870953268749e-05
ethanol	TM_0641	CAP2_F1::ARC15_F3	CAP2:ARC15	CAP2	ARC15	YIL034C	YIL062C	0.281798402504212	0.000659175005436998	0.549327133229452	1.36710742702507e-05
ethanol	TM_0900	PST2_F1::OSH6_F3	PST2:OSH6	PST2	OSH6	YDR032C	YKR003W	0.294820154178483	0.0111054883646183	0.34461052773918	0.000383890858855401
ethanol	TM_3864	SLA2_F1::ARC19_F3	SLA2:ARC19	SLA2	ARC19	YNL243W	YKL013C	0.391466027832177	0.000866918488923884	0.884226870213363	1.03770599122661e-05
ethanol	TM_0842	SPC2_F1::SEC62_F3	SPC2:SEC62	SPC2	SEC62	YML055W	YPL094C	0.305568153349926	0.000997377632255736	0.676429470942768	3.24553114033586e-05
ethanol	TM_0378	YBL029C-A_F1::MUP1_F3	YBL029C-A:MUP1	YBL029C-A	MUP1	YBL029C-A	YGR055W	0.622089077532802	2.83664946095514e-05	0.673624968432463	4.14448740798554e-05
ethanol	TM_1031	SLA2_F1::ARC35_F3	SLA2:ARC35	SLA2	ARC35	YNL243W	YNR035C	0.409143456905293	0.000104754642253911	0.592959903399191	3.06735822476083e-05
ethanol	TM_3919	SLA2_F1::ARC15_F3	SLA2:ARC15	SLA2	ARC15	YNL243W	YIL062C	1.20370414520888	1.97567590242528e-05	0.344196758866802	0.000762350964871394
ethanol	TM_3611	NUP100_F1::NUP82_F3	NUP100:NUP82	NUP100	NUP82	YKL068W	YJL061W	0.755742756198956	4.61635994109229e-05	0.709649567222076	0.00012647561627851
ethanol	TM_1115	PMC1_F1::YBT1_F3	PMC1:YBT1	PMC1	YBT1	YGL006W	YLL048C	0.320634201988906	0.00538442889614358	0.357982838932289	0.00266505180851743
ethanol	TM_3461	KEX1_F1::FTR1_F3	KEX1:FTR1	KEX1	FTR1	YGL203C	YER145C	0.462711285247138	0.00195945833313736	0.630481859523817	0.000223481332474275
ethanol	TM_0998	DHH1_F1::LSM12_F3	DHH1:LSM12	DHH1	LSM12	YDL160C	YHR121W	0.301206620701981	0.000216299477574329	0.30861893684588	0.000800280120530679
ethanol	TM_0499	VHT1_F1::MID2_F3	VHT1:MID2	VHT1	MID2	YGR065C	YLR332W	0.320231044891321	0.00616826815576937	0.336973743568432	0.00308740832034042
ethanol	TM_0293	PAC10_F1::GIM3_F3	PAC10:GIM3	PAC10	GIM3	YGR078C	YNL153C	0.389123717874757	0.00180148952211398	0.56648405712669	0.000147851347993587
ethanol	TM_4027	PGM2_F1::VMA8_F3	PGM2:VMA8	PGM2	VMA8	YMR105C	YEL051W	0.454139321474797	0.000124401226580017	1.13646552408757	4.10709858575427e-05
ethanol	TM_3499	VHT1_F1::RFS1_F3	VHT1:RFS1	VHT1	RFS1	YGR065C	YBR052C	1.26721834101495	1.00312059388527e-05	0.315819040772675	0.000422583208807698
ethanol	TM_0278	YGR054W_F1::DED1_F3	YGR054W:DED1	YGR054W	DED1	YGR054W	YOR204W	0.770819164014569	0.00348686191260571	0.345844931328291	0.00268046973615492
ethanol	TM_0717	GPA2_F1::OSH6_F3	GPA2:OSH6	GPA2	OSH6	YER020W	YKR003W	0.490512998812532	0.00471414167028161	0.936533330987368	3.23282260158227e-05
ethanol	TM_0729	PSP2_F1::DED1_F3	PSP2:DED1	PSP2	DED1	YML017W	YOR204W	0.797090300091599	0.000295101049110835	0.742692868135116	5.37120639437719e-05
ethanol	TM_0916	TIF4632_F1::DED1_F3	TIF4632:DED1	TIF4632	DED1	YGL049C	YOR204W	0.444323421855042	0.000295101049110835	0.764529095605241	0.000344405638049241
ethanol	TM_0500	YBL029C-A_F1::GPX2_F3	YBL029C-A:GPX2	YBL029C-A	GPX2	YBL029C-A	YBR244W	0.820000851257021	8.21995437326876e-05	0.277050764279036	0.00620277435288468
ethanol	TM_1092	SSD1_F1::DED1_F3	SSD1:DED1	SSD1	DED1	YDR293C	YOR204W	0.524941214432744	0.00632380889213782	0.637436171739139	0.0020733267762034
ethanol	TM_3957	LAS17_F1::END3_F3	LAS17:END3	LAS17	END3	YOR181W	YNL084C	0.508752257276045	2.41009361775123e-05	0.296409562166341	0.0039780754363454
ethanol	TM_0832	FMP45_F1::PKH2_F3	FMP45:PKH2	FMP45	PKH2	YDL222C	YOL100W	0.483688293114687	0.000430563567864099	0.3644613783054	0.0131335239234821
ethanol	TM_1130	DCS1_F1::ADE17_F3	DCS1:ADE17	DCS1	ADE17	YLR270W	YMR120C	0.515841818872545	0.000113186591328186	0.567358251522487	0.000102335289721513
ethanol	TM_0467	YBL029C-A_F1::ARF1_F3	YBL029C-A:ARF1	YBL029C-A	ARF1	YBL029C-A	YDL192W	0.31984562349753	0.00281275626133082	0.483219881889994	0.00118752080925461
ethanol	TM_1237	FAA3_F1::ALO1_F3	FAA3:ALO1	FAA3	ALO1	YIL009W	YML086C	0.637930374567608	0.000395754883277533	0.624029121831629	0.0149597819458487
ethanol	TM_1027	GDH2_F1::AAT2_F3	GDH2:AAT2	GDH2	AAT2	YDL215C	YLR027C	0.712619586912965	0.000165948150826113	0.970624303953995	4.42686076341705e-05
ethanol	TM_0879	YDR381C-A_F1::ALO1_F3	YDR381C-A:ALO1	YDR381C-A	ALO1	YDR381C-A	YML086C	0.833015630142565	0.00178965781075441	0.657432649494062	0.00175947291304127
ethanol	TM_1112	EHT1_F1::TOM20_F3	EHT1:TOM20	EHT1	TOM20	YBR177C	YGR082W	0.336144984629248	0.00399548573968599	0.296962550016469	0.00837525564612174
ethanol	TM_0324	ALO1_F1::UIP4_F3	ALO1:UIP4	ALO1	UIP4	YML086C	YPL186C	0.85235899582818	0.00023829047104887	1.43498789956887	2.21013192626563e-05
ethanol	TM_1070	SSL2_F1::ADE16_F3	SSL2:ADE16	SSL2	ADE16	YIL143C	YLR028C	0.490099103339174	0.000258345663059222	0.737186523960743	0.000186930136405067
ethanol	TM_0279	GSY2_F1::GDB1_F3	GSY2:GDB1	GSY2	GDB1	YLR258W	YPR184W	0.430583304740633	0.00053766509668699	0.516565727361181	0.0258602784126131
ethanol	TM_1095	PSP2_F1::DBP1_F3	PSP2:DBP1	PSP2	DBP1	YML017W	YPL119C	0.335108294873638	0.0005679601173588	0.268126385434817	0.0013831612965008
ethanol	TM_1053	YBL029C-A_F1::HXT5_F3	YBL029C-A:HXT5	YBL029C-A	HXT5	YBL029C-A	YHR096C	1.05482310771561	8.36534430843623e-07	0.529647997798408	0.00016616635799814
ethanol	TM_0565	ERV25_F1::UIP4_F3	ERV25:UIP4	ERV25	UIP4	YML012W	YPL186C	0.650427456835505	0.000178364247130431	0.556468177801035	0.00148317407118184
ethanol	TM_0102	HSP30_F1::FMP27_F3	HSP30:FMP27	HSP30	FMP27	YCR021C	YLR454W	0.342647749462252	0.0087260044588213	0.601101686550361	0.00354811951130168
ethanol	TM_0087	HSP30_F1::STE20_F3	HSP30:STE20	HSP30	STE20	YCR021C	YHL007C	0.479612407805021	0.00486422970816	0.782983448566219	1.0758091235259e-05
ethanol	TM_3856	LSP1_F1::TPO4_F3	LSP1:TPO4	LSP1	TPO4	YPL004C	YOR273C	1.01902524059817	6.48929743702144e-06	1.19233661595418	2.58025948510674e-06
ethanol	TM_1241	SSL2_F1::PGM2_F3	SSL2:PGM2	SSL2	PGM2	YIL143C	YMR105C	1.45555497406016	2.65779084865943e-05	0.531765656284726	0.00101913141214872
ethanol	TM_0579	PEX14_F1::PEX14_F3	PEX14:PEX14	PEX14	PEX14	YGL153W	YGL153W	0.321960139526455	0.0051531946634412	0.398990077667712	0.00218096934037531
ethanol	TM_1750	DNM1_F1::DNM1_F3	DNM1:DNM1	DNM1	DNM1	YLL001W	YLL001W	0.55584980506136	0.000242607711010755	0.406248828338894	0.000667528129650595
ethanol	TM_2547	RIB5_F1::RIB5_F3	RIB5:RIB5	RIB5	RIB5	YBR256C	YBR256C	0.283752818434639	0.000497268720607161	0.429056724902949	0.00020589151210195
ethanol	TM_2220	ERV25_F1::SEY1_F3	ERV25:SEY1	ERV25	SEY1	YML012W	YOR165W	0.577228629730905	6.80989271902707e-05	0.404712830968322	0.000473805350370055
ethanol	TM_3220	MSP1_F1::MSP1_F3	MSP1:MSP1	MSP1	MSP1	YGR028W	YGR028W	0.30531220046487	0.000182145511510395	0.250887203478035	0.0061259257092921
ethanol	TM_1399	PCK1_F1::PCK1_F3	PCK1:PCK1	PCK1	PCK1	YKR097W	YKR097W	1.22297800294928	2.23144438198614e-05	1.76248822841533	2.85669652391255e-05
ethanol	TM_1425	EBP2_F1::PWP1_F3	EBP2:PWP1	EBP2	PWP1	YKL172W	YLR196W	0.322372981979495	0.0013363464086921	0.260645743190839	0.00207193718595938
ethanol	TM_1102	UBX2_F1::UBX2_F3	UBX2:UBX2	UBX2	UBX2	YML013W	YML013W	0.616032811776948	0.000503319233302605	0.533287133779632	6.93475889595268e-05
ethanol	TM_3221	GLR1_F1::GLR1_F3	GLR1:GLR1	GLR1	GLR1	YPL091W	YPL091W	1.09192165641956	0.000323778436084565	2.10175621374992	0.000150292586854344
ethanol	TM_0593	SIS1_F1::CHC1_F3	SIS1:CHC1	SIS1	CHC1	YNL007C	YGL206C	0.287376158754752	0.00271845407736807	0.312699805817088	0.000448401048078318
ethanol	TM_2051	ARP2_F1::VRP1_F3	ARP2:VRP1	ARP2	VRP1	YDL029W	YLR337C	1.04230825042267	8.14352882418345e-05	0.49449467457563	0.00252935659342296
ethanol	TM_0584	HSP30_F1::TCB3_F3	HSP30:TCB3	HSP30	TCB3	YCR021C	YML072C	0.847261652105869	2.20127721373501e-05	0.733555084045999	5.22468660325075e-05
ethanol	TM_0731	MSP1_F1::ALO1_F3	MSP1:ALO1	MSP1	ALO1	YGR028W	YML086C	0.473921450487135	7.66001158241144e-05	0.586994365206104	2.3293002809156e-05
ethanol	TM_0549	FMP45_F1::MSC3_F3	FMP45:MSC3	FMP45	MSC3	YDL222C	YLR219W	0.294844036865442	0.00194237965591884	1.15390157503964	2.37144899755572e-05
ethanol	TM_3191	PST2_F1::GPA2_F3	PST2:GPA2	PST2	GPA2	YDR032C	YER020W	1.7513454928314	1.97132464586887e-05	0.40679285496193	0.00228927270587577
ethanol	TM_2183	FTH1_F1::MEH1_F3	FTH1:MEH1	FTH1	MEH1	YBR207W	YKR007W	0.878158278999932	0.00379224290272558	0.262067181994764	0.0333004482288345
ethanol	TM_3021	GPA2_F1::HNM1_F3	GPA2:HNM1	GPA2	HNM1	YER020W	YGL077C	0.258771150785963	0.00150610631607953	0.526324346167208	3.09474458408239e-05
ethanol	TM_3218	ACB1_F1::ALO1_F3	ACB1:ALO1	ACB1	ALO1	YGR037C	YML086C	0.679442283562537	2.92474988921431e-05	0.561891261991821	8.7536586240479e-05
ethanol	TM_3196	SFT2_F1::YCR043C_F3	SFT2:YCR043C	SFT2	YCR043C	YBL102W	YCR043C	0.448292271655921	0.00128454260916771	0.561623224148232	0.00360724336221636
ethanol	TM_2060	TPO1_F1::TCB3_F3	TPO1:TCB3	TPO1	TCB3	YLL028W	YML072C	0.325115479651975	0.00222012310432652	0.327724698528217	0.00515019100273799
ethanol	TM_1863	HYR1_F1::ALO1_F3	HYR1:ALO1	HYR1	ALO1	YIR037W	YML086C	1.58508956986043	5.0242025646939e-06	0.912384074171854	0.000155837363321995
ethanol	TM_3178	PEP1_F1::TVP15_F3	PEP1:TVP15	PEP1	TVP15	YBL017C	YDR100W	0.830723683191543	2.01709441174372e-05	0.380951445011561	0.000330181191782145
ethanol	TM_3133	FMP45_F1::TCB3_F3	FMP45:TCB3	FMP45	TCB3	YDL222C	YML072C	0.795410447207088	7.14745680107688e-06	0.934980891418398	3.09474458408239e-05
ethanol	TM_0503	MOT2_F1::DEF1_F3	MOT2:DEF1	MOT2	DEF1	YER068W	YKL054C	0.337970337305402	0.024604931624585	0.273304173116447	0.0175990252074896
ethanol	TM_1338	ARC35_F1::LAS17_F3	ARC35:LAS17	ARC35	LAS17	YNR035C	YOR181W	0.318354029930118	0.00100212017904399	0.925751137220209	0.000140132401602715
ethanol	TM_2546	GPA2_F1::YGL108C_F3	GPA2:YGL108C	GPA2	YGL108C	YER020W	YGL108C	1.17258969869909	9.05368321243771e-05	0.524357943328694	0.000675631940213092
ethanol	TM_3376	OLE1_F1::ERV25_F3	OLE1:ERV25	OLE1	ERV25	YGL055W	YML012W	0.470786564259036	0.00154359804038402	0.52361933780697	0.00175947291304127
ethanol	TM_3020	LSM6_F1::LSM4_F3	LSM6:LSM4	LSM6	LSM4	YDR378C	YER112W	0.699351184633979	0.000121999270546061	0.442930682407312	0.000573233544727819
ethanol	TM_3756	GTR2_F1::MEH1_F3	GTR2:MEH1	GTR2	MEH1	YGR163W	YKR007W	0.565052392070841	0.000126927424128176	0.420628909037802	0.00022530890377608
ethanol	TM_3414	CDC39_F1::CDC39_F3	CDC39:CDC39	CDC39	CDC39	YCR093W	YCR093W	0.565074745849262	0.000809207327587792	0.864607545943922	0.000138243514787557
ethanol	TM_3101	RTN2_F1::RTN2_F3	RTN2:RTN2	RTN2	RTN2	YDL204W	YDL204W	0.349741858204311	0.000728223705834861	0.733395724759959	0.000127438369743945
ethanol	TM_2907	FMP45_F1::YGL108C_F3	FMP45:YGL108C	FMP45	YGL108C	YDL222C	YGL108C	0.357115278431015	0.000866352222131792	0.889005135899366	1.15439887772039e-06
ethanol	TM_4176	VMA13_F1::VMA13_F3	VMA13:VMA13	VMA13	VMA13	YPR036W	YPR036W	0.443861406021975	0.00290338513712525	0.802385956409731	3.53533176297032e-05
ethanol	TM_2956	ARF1_F1::TVP15_F3	ARF1:TVP15	ARF1	TVP15	YDL192W	YDR100W	0.752197221594553	2.195842463512e-05	0.288782852541214	0.0149597819458487
ethanol	TM_2999	GTT1_F1::PEX11_F3	GTT1:PEX11	GTT1	PEX11	YIR038C	YOL147C	0.408728331631899	0.000113186591328186	0.510838226726829	0.00141883284011378
ethanol	TM_3262	SEC7_F1::DNF1_F3	SEC7:DNF1	SEC7	DNF1	YDR170C	YER166W	0.546275191624751	0.00379409213329728	0.268376194420149	0.0132082651313988
ethanol	TM_4301	GPA2_F1::YLR326W_F3	GPA2:YLR326W	GPA2	YLR326W	YER020W	YLR326W	0.345194234614995	0.000352182243199667	0.721730068068956	6.93475889595268e-05
ethanol	TM_1069	YLR326W_F1::TCB3_F3	YLR326W:TCB3	YLR326W	TCB3	YLR326W	YML072C	0.532415152739826	9.90824244176358e-05	0.92504945704126	2.93319390739669e-05
ethanol	TM_2894	ARC18_F1::SRV2_F3	ARC18:SRV2	ARC18	SRV2	YLR370C	YNL138W	0.398870826869473	0.0385059546827125	0.723755642887202	0.0013235996497267
ethanol	TM_3107	DHH1_F1::CAF40_F3	DHH1:CAF40	DHH1	CAF40	YDL160C	YNL288W	0.312002002586855	0.000497268720607161	0.4379644442715	1.91504997453198e-05
ethanol	TM_0907	HSP30_F1::GPA2_F3	HSP30:GPA2	HSP30	GPA2	YCR021C	YER020W	0.484296547825426	0.000833750362062924	0.74672197275901	5.39099487082832e-05
ethanol	TM_3407	ARC18_F1::LAS17_F3	ARC18:LAS17	ARC18	LAS17	YLR370C	YOR181W	0.542400936490896	0.000165046899254763	1.16145192823963	4.79233064983215e-05
ethanol	TM_3617	GSY2_F1::ADE17_F3	GSY2:ADE17	GSY2	ADE17	YLR258W	YMR120C	1.19858749924953	4.54853981399725e-06	0.894938134969703	5.56817847393195e-06
ethanol	TM_3071	MOT2_F1::WHI3_F3	MOT2:WHI3	MOT2	WHI3	YER068W	YNL197C	0.325318913585933	0.00278310684451728	0.469892276926771	0.000652244611066375
ethanol	TM_3214	GPA2_F1::WSC2_F3	GPA2:WSC2	GPA2	WSC2	YER020W	YNL283C	1.22811411002641	0.000551510115665606	0.695414133273751	9.99337118859101e-05
ethanol	TM_3923	SUR2_F1::ERV25_F3	SUR2:ERV25	SUR2	ERV25	YDR297W	YML012W	0.957355950888894	0.00138551445636146	1.04924351497944	0.00476375266820739
ethanol	TM_3753	HSP30_F1::HNM1_F3	HSP30:HNM1	HSP30	HNM1	YCR021C	YGL077C	2.01979895872485	6.48929743702144e-06	1.79523576223333	1.95895770859323e-06
ethanol	TM_3508	MEP1_F1::MEP3_F3	MEP1:MEP3	MEP1	MEP3	YGR121C	YPR138C	1.68524579232206	6.48929743702144e-06	0.478160576969167	5.43777521416684e-05
ethanol	TM_0838	HSP30_F1::TPO4_F3	HSP30:TPO4	HSP30	TPO4	YCR021C	YOR273C	0.470412883071564	0.00251602059838929	0.355852842072034	0.00453039031674666
ethanol	TM_3236	FMP45_F1::FCY2_F3	FMP45:FCY2	FMP45	FCY2	YDL222C	YER056C	0.383713890178798	0.00191179806898861	1.09784471922272	7.70420903250943e-05
ethanol	TM_3757	GPA2_F1::MEP1_F3	GPA2:MEP1	GPA2	MEP1	YER020W	YGR121C	0.661953857956696	0.000416632306525953	0.921376934620271	3.53533176297032e-05
ethanol	TM_3215	FMP45_F1::HXT5_F3	FMP45:HXT5	FMP45	HXT5	YDL222C	YHR096C	0.968280741124424	3.46253128531463e-05	1.6226611479398	2.20905617376712e-07
ethanol	TM_3814	PGM2_F1::PGM2_F3	PGM2:PGM2	PGM2	PGM2	YMR105C	YMR105C	1.29819798660746	1.79295023949489e-05	0.512495720524496	6.89307631917039e-05
ethanol	TM_2953	ALO1_F1::PGM2_F3	ALO1:PGM2	ALO1	PGM2	YML086C	YMR105C	0.50898543006897	0.000113186591328186	0.609905344328267	0.00645585794606765
ethanol	TM_2073	GPA2_F1::MUP1_F3	GPA2:MUP1	GPA2	MUP1	YER020W	YGR055W	0.67060462677893	0.000100505646343666	0.450147434690303	0.000511674704336686
ethanol	TM_1334	LSB3_F1::YSC84_F3	LSB3:YSC84	LSB3	YSC84	YFR024C-A	YHR016C	0.516720713382611	0.000100505646343666	0.436777211823591	0.000101203527718285
ethanol	TM_1779	CAP2_F1::SRV2_F3	CAP2:SRV2	CAP2	SRV2	YIL034C	YNL138W	0.524624939566076	3.8735821204696e-05	1.08909152230964	1.09650204909645e-05
ethanol	TM_2653	ARC19_F1::VRP1_F3	ARC19:VRP1	ARC19	VRP1	YKL013C	YLR337C	0.317022047160076	0.0143582795367753	0.994395893576151	0.000543206389589096
ethanol	TM_2149	RKI1_F1::RKI1_F3	RKI1:RKI1	RKI1	RKI1	YOR095C	YOR095C	0.726710715409935	6.33781435018353e-05	0.385899596573225	0.000110336984889715
ethanol	TM_2610	DHH1_F1::PUB1_F3	DHH1:PUB1	DHH1	PUB1	YDL160C	YNL016W	1.33971134722938	1.46547600537672e-05	0.416469775175855	0.000264492157631827
ethanol	TM_2528	CCW12_F1::ORM2_F3	CCW12:ORM2	CCW12	ORM2	YLR110C	YLR350W	0.929264561750633	0.000670343565916397	0.299435090999356	0.00296045967950832
ethanol	TM_2263	ERV29_F1::ERP4_F3	ERV29:ERP4	ERV29	ERP4	YGR284C	YOR016C	0.567421355930399	0.00516807608819375	0.5319670074601	0.000173748425204104
ethanol	TM_2496	ARF1_F1::ALO1_F3	ARF1:ALO1	ARF1	ALO1	YDL192W	YML086C	0.316890896873893	0.000164074382339932	0.953549700209017	2.79890104361574e-05
ethanol	TM_2733	SLY1_F1::RBD2_F3	SLY1:RBD2	SLY1	RBD2	YDR189W	YPL246C	0.626037975660658	8.53958692221474e-05	1.86131534640834	2.21013192626563e-05
ethanol	TM_2830	KEL1_F1::KEL1_F3	KEL1:KEL1	KEL1	KEL1	YHR158C	YHR158C	0.388566399371026	0.00130566839994978	0.529101826710294	0.000178359170927242
ethanol	TM_2101	VHT1_F1::TCB3_F3	VHT1:TCB3	VHT1	TCB3	YGR065C	YML072C	0.350174398964164	0.000217914749833595	0.651776178066159	1.86231346816191e-05
ethanol	TM_2405	OSH7_F1::TCB3_F3	OSH7:TCB3	OSH7	TCB3	YHR001W	YML072C	0.884335003032415	5.4811438669925e-05	0.408692107200082	0.0111879757083082
ethanol	TM_1847	PST2_F1::ADE17_F3	PST2:ADE17	PST2	ADE17	YDR032C	YMR120C	0.752391857138015	1.13707649017625e-05	0.383309021596538	6.69963006726978e-05
ethanol	TM_1709	WBP1_F1::ORM2_F3	WBP1:ORM2	WBP1	ORM2	YEL002C	YLR350W	0.560584951965552	0.000709467951957584	0.722822955700469	0.00382451753368253
ethanol	TM_2457	STI1_F1::STI1_F3	STI1:STI1	STI1	STI1	YOR027W	YOR027W	1.06701031604965	5.23896110663577e-06	0.655428527165409	0.00067435964005742
ethanol	TM_1973	GPA2_F1::TCB3_F3	GPA2:TCB3	GPA2	TCB3	YER020W	YML072C	0.932133550329812	5.0242025646939e-06	0.465432946198542	0.000110336984889715
ethanol	TM_2484	ITR1_F1::FTR1_F3	ITR1:FTR1	ITR1	FTR1	YDR497C	YER145C	0.367015190730976	0.00983976732007551	0.725128049999224	0.000164882842507492
ethanol	TM_1354	YBL029C-A_F1::FTR1_F3	YBL029C-A:FTR1	YBL029C-A	FTR1	YBL029C-A	YER145C	0.481375915996489	0.000334715344883217	1.68467527861898	3.74655950272904e-06
ethanol	TM_1459	DNF1_F1::DNF1_F3	DNF1:DNF1	DNF1	DNF1	YER166W	YER166W	0.41304303585772	0.000401452747765801	0.761021347194136	0.00468729223177349
ethanol	TM_1702	LSM2_F1::CDC39_F3	LSM2:CDC39	LSM2	CDC39	YBL026W	YCR093W	0.315736269455003	0.00250226037170458	0.391444063535209	0.00610977359891348
ethanol	TM_1463	FMP45_F1::ITR1_F3	FMP45:ITR1	FMP45	ITR1	YDL222C	YDR497C	0.398814728258632	0.000295101049110835	0.622764857144045	1.49325511601211e-05
ethanol	TM_2485	SAM35_F1::ALO1_F3	SAM35:ALO1	SAM35	ALO1	YHR083W	YML086C	1.01542104436966	8.21648715609037e-06	0.345009163319494	0.00073459226017221
ethanol	TM_2634	PUF4_F1::PUF4_F3	PUF4:PUF4	PUF4	PUF4	YGL014W	YGL014W	0.466837420217441	0.0310554523811973	0.450220734632985	0.000138243514787557
ethanol	TM_2199	LYS21_F1::LYS21_F3	LYS21:LYS21	LYS21	LYS21	YDL131W	YDL131W	0.418129430775981	0.00100212017904399	0.604236476134332	1.55448438257125e-05
ethanol	TM_1530	ARF1_F1::BSC6_F3	ARF1:BSC6	ARF1	BSC6	YDL192W	YOL137W	0.426712431103864	0.000309014299001488	0.439884674748352	0.000987945479989999
ethanol	TM_2770	EBP2_F1::NOC2_F3	EBP2:NOC2	EBP2	NOC2	YKL172W	YOR206W	0.346302979818347	0.0153827201855744	0.312287327846851	0.000667528129650595
ethanol	TM_1685	MSC3_F1::MSC3_F3	MSC3:MSC3	MSC3	MSC3	YLR219W	YLR219W	0.786920836521702	0.000400814038855174	0.753195454479158	7.70420903250943e-05
ethanol	TM_1483	DHH1_F1::DED1_F3	DHH1:DED1	DHH1	DED1	YDL160C	YOR204W	0.497868788198636	6.95239839294812e-05	0.795084657601732	1.37609207916479e-05
ethanol	TM_2772	CAP2_F1::ARC35_F3	CAP2:ARC35	CAP2	ARC35	YIL034C	YNR035C	0.759863792910549	6.46904320787892e-05	0.507620100367058	0.000321156182551738
ethanol	TM_2709	PEX30_F1::PEX30_F3	PEX30:PEX30	PEX30	PEX30	YLR324W	YLR324W	0.611420312871914	0.00019604864174042	0.812640178260065	0.00026962807923588
ethanol	TM_1598	FMP45_F1::YGR130C_F3	FMP45:YGR130C	FMP45	YGR130C	YDL222C	YGR130C	0.662640673064981	9.49137335160622e-05	0.602914867514542	2.21013192626563e-05
ethanol	TM_2660	FLC2_F1::FMP45_F3	FLC2:FMP45	FLC2	FMP45	YAL053W	YDL222C	0.52961215591905	0.00021315865591278	0.733514280839231	6.89307631917039e-05
ethanol	TM_2497	CWP2_F1::ALO1_F3	CWP2:ALO1	CWP2	ALO1	YKL096W-A	YML086C	0.772564632701567	0.000793988650466902	1.33927817325534	1.37609207916479e-05
ethanol	TM_1806	DNM1_F1::ALO1_F3	DNM1:ALO1	DNM1	ALO1	YLL001W	YML086C	0.645261671854056	4.54853981399725e-06	0.375962972046274	9.27103382024985e-05
ethanol	TM_2573	HXT5_F1::PDR12_F3	HXT5:PDR12	HXT5	PDR12	YHR096C	YPL058C	0.462116919279842	4.06150014030714e-05	0.92131648905483	8.1715763637101e-05
ethanol	TM_2880	NUP57_F1::NUP57_F3	NUP57:NUP57	NUP57	NUP57	YGR119C	YGR119C	0.375931615724429	0.00860292049768182	0.636764092160728	0.00193520472373503
ethanol	TM_2549	HSP30_F1::FMP45_F3	HSP30:FMP45	HSP30	FMP45	YCR021C	YDL222C	1.20887160193935	8.62798317117893e-05	1.15151522453996	2.38956387797005e-06
AA-mixture	TM_0531	PHO88_F1::TPO3_F3	PHO88:TPO3	PHO88	TPO3	YBR106W	YPR156C	0.541606547923585	0.000169451151783584	0.430018311828627	0.000152396028105024
