Condition	Tag	PPI.long	PPI.short	Gene.1	Gene.2	ORF.1	ORF.2	FC (UP-tag)	q-val (UP-tag)	FC (DN-tag)	q-val (DN-tag)
H2O2	TM_0491	MSC7_F1::ERV25_F3	MSC7:ERV25	MSC7	ERV25	YHR039C	YML012W	0.319672637653676	0.0135302968426876	0.342483172628073	0.0402505392500984
H2O2	TM_3682	LYS20_F1::LYS20_F3	LYS20:LYS20	LYS20	LYS20	YDL182W	YDL182W	0.991548259478753	0.000159606656256541	0.909172831716518	2.62415927019164e-05
H2O2	TM_3441	FTR1_F1::YLR326W_F3	FTR1:YLR326W	FTR1	YLR326W	YER145C	YLR326W	0.863170129311458	0.00136966544762914	1.0377448632904	2.36456342143258e-05
H2O2	TM_4004	WHI4_F1::CAF40_F3	WHI4:CAF40	WHI4	CAF40	YDL224C	YNL288W	0.455452798769111	0.00645145118914203	0.313497598547677	0.0278773662169684
H2O2	TM_3293	VMA6_F1::VMA5_F3	VMA6:VMA5	VMA6	VMA5	YLR447C	YKL080W	0.495625308626064	0.00132146115600114	0.369275347271753	0.00808637885645292
H2O2	TM_3853	SWP1_F1::ERP1_F3	SWP1:ERP1	SWP1	ERP1	YMR149W	YAR002C-A	0.466363821292585	0.00125813680635147	0.345093994254819	0.00317118504506647
H2O2	TM_1066	ERP1_F1::ERP4_F3	ERP1:ERP4	ERP1	ERP4	YAR002C-A	YOR016C	0.581380185250552	0.000853547165177316	0.598722624078611	0.00225868704181312
H2O2	TM_0567	GPI8_F1::GAA1_F3	GPI8:GAA1	GPI8	GAA1	YDR331W	YLR088W	0.284203537957074	0.00343192246179778	0.315184894347112	0.0193299673673156
H2O2	TM_4264	KEX1_F1::SEC26_F3	KEX1:SEC26	KEX1	SEC26	YGL203C	YDR238C	0.394385642329739	0.00194788132680007	0.28976850429685	0.0224688971301768
H2O2	TM_0383	YKE2_F1::GIM5_F3	YKE2:GIM5	YKE2	GIM5	YLR200W	YML094W	0.311867624810125	0.00105533962691828	0.289353710031394	0.00162975066527816
H2O2	TM_3530	SNA4_F1::FTH1_F3	SNA4:FTH1	SNA4	FTH1	YDL123W	YBR207W	0.54411829133284	0.00343192246179778	0.732060212321352	0.00317118504506647
H2O2	TM_0400	GPI8_F1::GPI16_F3	GPI8:GPI16	GPI8	GPI16	YDR331W	YHR188C	0.374217318397221	0.00258364014861918	0.27163610937226	0.0313063862211152
H2O2	TM_3611	NUP100_F1::NUP82_F3	NUP100:NUP82	NUP100	NUP82	YKL068W	YJL061W	0.326149018078224	0.00768366996605842	0.457801152730566	0.00269640670734405
H2O2	TM_3461	KEX1_F1::FTR1_F3	KEX1:FTR1	KEX1	FTR1	YGL203C	YER145C	0.847961219566214	0.000216490683490389	1.170137903133	2.36456342143258e-05
H2O2	TM_1104	SWP1_F1::FET3_F3	SWP1:FET3	SWP1	FET3	YMR149W	YMR058W	0.777605975308131	0.00584868062432075	0.671533679991679	0.000339438655795287
H2O2	TM_0729	PSP2_F1::DED1_F3	PSP2:DED1	PSP2	DED1	YML017W	YOR204W	0.369086411448864	0.0239944764055278	0.309629567858892	0.0137560163802368
H2O2	TM_3279	AUR1_F1::AKR1_F3	AUR1:AKR1	AUR1	AKR1	YKL004W	YDR264C	0.336759029565851	0.00601062060302843	0.444787586547577	0.0250976039581932
H2O2	TM_0500	YBL029C-A_F1::GPX2_F3	YBL029C-A:GPX2	YBL029C-A	GPX2	YBL029C-A	YBR244W	0.737784211907485	0.000443870117601187	0.369842610146142	0.0032746680242506
H2O2	TM_3167	FTR1_F1::MUP1_F3	FTR1:MUP1	FTR1	MUP1	YER145C	YGR055W	1.13834147087024	1.28944141995429e-05	0.97732022986418	2.62415927019164e-05
H2O2	TM_2220	ERV25_F1::SEY1_F3	ERV25:SEY1	ERV25	SEY1	YML012W	YOR165W	0.380646724603254	0.00181885644024086	0.334169261662476	0.00274227623413382
H2O2	TM_3014	NAP1_F1::NAP1_F3	NAP1:NAP1	NAP1	NAP1	YKR048C	YKR048C	0.339317892529495	0.00199258351911744	0.360166329451902	0.000887456260195459
H2O2	TM_3230	EBP2_F1::BRX1_F3	EBP2:BRX1	EBP2	BRX1	YKL172W	YOL077C	0.343200917174121	0.00700973436071408	0.26018696917321	0.0227916458468246
H2O2	TM_1102	UBX2_F1::UBX2_F3	UBX2:UBX2	UBX2	UBX2	YML013W	YML013W	0.341919372030448	0.0211368494251562	0.394084803121256	0.00242192530977298
H2O2	TM_3221	GLR1_F1::GLR1_F3	GLR1:GLR1	GLR1	GLR1	YPL091W	YPL091W	0.680236053988622	0.00812370197105061	1.14961403027276	0.0126195889966312
H2O2	TM_3164	PRS1_F1::PRS5_F3	PRS1:PRS5	PRS1	PRS5	YKL181W	YOL061W	0.328181744665017	0.0401191454957047	0.260624896764529	0.0265535065794694
H2O2	TM_2051	ARP2_F1::VRP1_F3	ARP2:VRP1	ARP2	VRP1	YDL029W	YLR337C	0.445005063880801	0.0398859202124744	0.286329818594989	0.0440347575274088
H2O2	TM_0808	FTR1_F1::TPO2_F3	FTR1:TPO2	FTR1	TPO2	YER145C	YGR138C	0.975267809227224	6.01808747143959e-05	0.813878557403484	2.78617112516128e-05
H2O2	TM_2183	FTH1_F1::MEH1_F3	FTH1:MEH1	FTH1	MEH1	YBR207W	YKR007W	1.04022597657971	0.00298065318300744	0.465239337717854	0.00561950395835829
H2O2	TM_3196	SFT2_F1::YCR043C_F3	SFT2:YCR043C	SFT2	YCR043C	YBL102W	YCR043C	0.294372789210112	0.033416667392044	0.424195434357472	0.0236056998589989
H2O2	TM_3184	FTR1_F1::HXT1_F3	FTR1:HXT1	FTR1	HXT1	YER145C	YHR094C	0.822316279623438	4.28746569874377e-05	1.37460812207259	2.36456342143258e-05
H2O2	TM_0503	MOT2_F1::DEF1_F3	MOT2:DEF1	MOT2	DEF1	YER068W	YKL054C	0.352772391304169	0.038041343425822	0.27844884681017	0.0275896120912884
H2O2	TM_3376	OLE1_F1::ERV25_F3	OLE1:ERV25	OLE1	ERV25	YGL055W	YML012W	0.384908209469859	0.0077636531809601	0.495525551425263	0.00393529145479994
H2O2	TM_2911	FTH1_F1::FTH1_F3	FTH1:FTH1	FTH1	FTH1	YBR207W	YBR207W	0.313830363840655	0.0126770318566183	0.799857485202757	2.62415927019164e-05
H2O2	TM_0830	SFT2_F1::FTH1_F3	SFT2:FTH1	SFT2	FTH1	YBL102W	YBR207W	0.258383496317478	0.00697938982868665	0.34098786021014	0.0219335689462795
H2O2	TM_3262	SEC7_F1::DNF1_F3	SEC7:DNF1	SEC7	DNF1	YDR170C	YER166W	0.556143874689088	0.00630861655799304	0.293681820930578	0.00799690131794345
H2O2	TM_3407	ARC18_F1::LAS17_F3	ARC18:LAS17	ARC18	LAS17	YLR370C	YOR181W	0.370182516740694	0.00713826558293358	0.56979864242671	0.00452939573550033
H2O2	TM_3173	FTR1_F1::YOR1_F3	FTR1:YOR1	FTR1	YOR1	YER145C	YGR281W	0.279862315174565	0.00391777863254316	0.563497379243369	0.00507069960828953
H2O2	TM_2263	ERV29_F1::ERP4_F3	ERV29:ERP4	ERV29	ERP4	YGR284C	YOR016C	0.489949827877998	0.0170418758099527	0.551769904916442	0.000706811685498961
H2O2	TM_2733	SLY1_F1::RBD2_F3	SLY1:RBD2	SLY1	RBD2	YDR189W	YPL246C	0.319100717806068	0.00769355921662594	1.63062991407253	0.000122152306321431
H2O2	TM_2830	KEL1_F1::KEL1_F3	KEL1:KEL1	KEL1	KEL1	YHR158C	YHR158C	0.28961744418724	0.0105567671798736	0.379052962551057	0.00278401235398917
H2O2	TM_1414	FTR1_F1::FET3_F3	FTR1:FET3	FTR1	FET3	YER145C	YMR058W	1.30687479644083	2.85633358629056e-05	1.02609976998018	2.75101508656092e-05
H2O2	TM_2066	OLE1_F1::EMC5_F3	OLE1:EMC5	OLE1	EMC5	YGL055W	YIL027C	0.298054608159539	0.0166002189808356	0.42788865336032	0.00198576084676543
H2O2	TM_2457	STI1_F1::STI1_F3	STI1:STI1	STI1	STI1	YOR027W	YOR027W	0.832914137189993	4.41803025336345e-05	0.434352472562106	0.0115808530835257
H2O2	TM_2484	ITR1_F1::FTR1_F3	ITR1:FTR1	ITR1	FTR1	YDR497C	YER145C	1.67206665592884	1.28944141995429e-05	1.33159176028167	2.36456342143258e-05
H2O2	TM_1354	YBL029C-A_F1::FTR1_F3	YBL029C-A:FTR1	YBL029C-A	FTR1	YBL029C-A	YER145C	0.991810899297519	3.8247203662122e-05	1.8735219035853	2.72962847304935e-05
H2O2	TM_2260	FTH1_F1::VMA13_F3	FTH1:VMA13	FTH1	VMA13	YBR207W	YPR036W	0.54943307462235	0.00130401131985991	0.27363636796721	0.0111249229354257
H2O2	TM_1700	GAR1_F1::NOC2_F3	GAR1:NOC2	GAR1	NOC2	YHR089C	YOR206W	0.399619622597907	0.00688049832446261	0.264959405588574	0.0495349778553254
H2O2	TM_2366	ERP1_F1::MSC7_F3	ERP1:MSC7	ERP1	MSC7	YAR002C-A	YHR039C	0.264628598092369	0.0123279767856859	0.301944177349712	0.000544377715763589
H2O2	TM_2709	PEX30_F1::PEX30_F3	PEX30:PEX30	PEX30	PEX30	YLR324W	YLR324W	0.266364664576567	0.0283975718387693	0.378541374950863	0.0245355234233104
H2O2	TM_1620	FLC2_F1::FTR1_F3	FLC2:FTR1	FLC2	FTR1	YAL053W	YER145C	0.597243242340001	0.000130218336798892	0.398214598908982	0.0018638628258849
H2O2	TM_2880	NUP57_F1::NUP57_F3	NUP57:NUP57	NUP57	NUP57	YGR119C	YGR119C	0.307262487158038	0.0443097732875643	0.542825153113137	0.014113889888366
N-starvation	TM_3700	XPT1_F1::XPT1_F3	XPT1:XPT1	XPT1	XPT1	YJR133W	YJR133W	0.25781938624694	0.00758630528315761	0.720203572575995	0.00269082329414884
N-starvation	TM_3368	WTM2_F1::WTM2_F3	WTM2:WTM2	WTM2	WTM2	YOR229W	YOR229W	0.258125378078073	0.0452259242227748	0.754669008483968	0.016579804858558
N-starvation	TM_0852	HNM1_F1::HXT2_F3	HNM1:HXT2	HNM1	HXT2	YGL077C	YMR011W	0.68621700108986	0.000411458601839824	0.480770180811128	0.00832349201012131
N-starvation	TM_3262	SEC7_F1::DNF1_F3	SEC7:DNF1	SEC7	DNF1	YDR170C	YER166W	0.476509606035043	0.0200217243201423	0.275705015026002	0.0314542308250872
N-starvation	TM_3407	ARC18_F1::LAS17_F3	ARC18:LAS17	ARC18	LAS17	YLR370C	YOR181W	0.522684566787603	0.00126368953821747	0.500603622504704	0.0366731153308698
N-starvation	TM_2228	MUP1_F1::HXT2_F3	MUP1:HXT2	MUP1	HXT2	YGR055W	YMR011W	1.37170231904397	0.00153830953651247	0.742139992098537	0.000298182363820003
NaCl	TM_0061	FTR1_F1::PDR12_F3	FTR1:PDR12	FTR1	PDR12	YER145C	YPL058C	0.561121722296502	0.0207798553899116	0.5271644392847	0.0284840331427807
NaCl	TM_3381	CNS1_F1::HGH1_F3	CNS1:HGH1	CNS1	HGH1	YBR155W	YGR187C	0.81803557099642	0.00197888729364358	0.323966270423979	0.0452878610034
NaCl	TM_3506	VPS24_F1::VPS24_F3	VPS24:VPS24	VPS24	VPS24	YKL041W	YKL041W	0.536617952090046	0.00616359110165153	0.485025217725349	0.00199345443454365
NaCl	TM_3780	PST2_F1::FTR1_F3	PST2:FTR1	PST2	FTR1	YDR032C	YER145C	0.389847481473883	0.00260986642505132	0.250335422784	0.00838046220204556
NaCl	TM_3733	REI1_F1::LSG1_F3	REI1:LSG1	REI1	LSG1	YBR267W	YGL099W	0.398768671418164	0.00604460380511786	0.282262828708856	0.0194835933758472
NaCl	TM_3522	SAC6_F1::ARC15_F3	SAC6:ARC15	SAC6	ARC15	YDR129C	YIL062C	0.387067599155607	0.00608078839455119	0.282636433292218	0.0102176061069974
NaCl	TM_0762	ALO1_F1::ADE17_F3	ALO1:ADE17	ALO1	ADE17	YML086C	YMR120C	0.33965208208738	0.0100930441400276	0.366064594914839	0.00523542311557559
NaCl	TM_3700	XPT1_F1::XPT1_F3	XPT1:XPT1	XPT1	XPT1	YJR133W	YJR133W	0.289694549412628	0.00311147248799044	0.854374428769633	0.000387952748073178
NaCl	TM_0005	FMP45_F1::TPO3_F3	FMP45:TPO3	FMP45	TPO3	YDL222C	YPR156C	0.438684875716186	0.00197888729364358	0.643322551424571	0.00153868182129791
NaCl	TM_3809	FMP45_F1::HNM1_F3	FMP45:HNM1	FMP45	HNM1	YDL222C	YGL077C	0.842339470105696	0.000102342961562315	0.476350955251791	0.00121974933688889
NaCl	TM_0096	YBL029C-A_F1::FMP45_F3	YBL029C-A:FMP45	YBL029C-A	FMP45	YBL029C-A	YDL222C	0.260131961699795	0.00311147248799044	0.309962750825294	0.0159109372752769
NaCl	TM_0451	FTR1_F1::TPO3_F3	FTR1:TPO3	FTR1	TPO3	YER145C	YPR156C	0.492272686940279	0.00655620133015611	0.314935006073858	0.0103952936997928
NaCl	TM_3729	ARC19_F1::ARC18_F3	ARC19:ARC18	ARC19	ARC18	YKL013C	YLR370C	1.35126882955187	0.000394940704810315	0.472211967087032	0.0145338850538221
NaCl	TM_3682	LYS20_F1::LYS20_F3	LYS20:LYS20	LYS20	LYS20	YDL182W	YDL182W	0.489483719086039	0.0105782362062349	0.377912843201994	0.00774941534906839
NaCl	TM_3441	FTR1_F1::YLR326W_F3	FTR1:YLR326W	FTR1	YLR326W	YER145C	YLR326W	0.457345602204033	0.0273334442013028	0.561684204276068	0.000456701911150221
NaCl	TM_0709	SSL2_F1::ALO1_F3	SSL2:ALO1	SSL2	ALO1	YIL143C	YML086C	0.532265367744113	0.000526495105066355	0.636578825723351	0.000385125198211329
NaCl	TM_3593	SFK1_F1::YLR326W_F3	SFK1:YLR326W	SFK1	YLR326W	YKL051W	YLR326W	0.806153061984569	0.0386197531695567	0.870493239253715	0.0335519619259051
NaCl	TM_1312	SFK1_F1::FLC1_F3	SFK1:FLC1	SFK1	FLC1	YKL051W	YPL221W	0.683672681553634	0.0412479159683079	0.392603986144318	0.0151506902451042
NaCl	TM_3293	VMA6_F1::VMA5_F3	VMA6:VMA5	VMA6	VMA5	YLR447C	YKL080W	0.392499536415293	0.00490123988429258	0.285679046886703	0.0342996147971987
NaCl	TM_0361	PST2_F1::PDR12_F3	PST2:PDR12	PST2	PDR12	YDR032C	YPL058C	0.413510310622105	0.000369205686943296	0.394421730436731	0.00838046220204556
NaCl	TM_3744	SSL2_F1::ARC40_F3	SSL2:ARC40	SSL2	ARC40	YIL143C	YBR234C	0.394961391267671	0.00604368302489768	0.509593155761531	0.000196162842038592
NaCl	TM_4027	PGM2_F1::VMA8_F3	PGM2:VMA8	PGM2	VMA8	YMR105C	YEL051W	0.49093011763008	0.000516220301700861	0.937171464205893	0.000444139654072882
NaCl	TM_0729	PSP2_F1::DED1_F3	PSP2:DED1	PSP2	DED1	YML017W	YOR204W	0.391549549920272	0.0498992585529511	0.321206708661675	0.0274418977611487
NaCl	TM_0916	TIF4632_F1::DED1_F3	TIF4632:DED1	TIF4632	DED1	YGL049C	YOR204W	0.255046625938959	0.0154621645002351	0.475060079562112	0.0147476460858119
NaCl	TM_0086	FMP45_F1::YJL016W_F3	FMP45:YJL016W	FMP45	YJL016W	YDL222C	YJL016W	0.441186693934204	0.0295662973557176	0.363025252130461	0.0100102159982487
NaCl	TM_1053	YBL029C-A_F1::HXT5_F3	YBL029C-A:HXT5	YBL029C-A	HXT5	YBL029C-A	YHR096C	0.505860227877479	0.000279293092830806	0.328574866057327	0.00643663317027741
NaCl	TM_3856	LSP1_F1::TPO4_F3	LSP1:TPO4	LSP1	TPO4	YPL004C	YOR273C	0.398738296422025	0.00586110684986707	0.465935486419763	0.0269928328179625
NaCl	TM_3464	ARP2_F1::ARC40_F3	ARP2:ARC40	ARP2	ARC40	YDL029W	YBR234C	0.290665263256198	0.00604460380511786	0.622602642286077	0.0214090798590635
NaCl	TM_0582	SFK1_F1::TCB3_F3	SFK1:TCB3	SFK1	TCB3	YKL051W	YML072C	0.295115149265865	0.00368148072095628	0.304551340697582	0.00591347841525657
NaCl	TM_3538	FMP45_F1::FMP45_F3	FMP45:FMP45	FMP45	FMP45	YDL222C	YDL222C	0.333509596530671	0.00169647792710286	0.525049974217382	0.000196162842038592
NaCl	TM_2251	GRE3_F1::GRE3_F3	GRE3:GRE3	GRE3	GRE3	YHR104W	YHR104W	0.487689342963151	0.000699196819257386	0.351957541414473	0.00432241809994425
NaCl	TM_0808	FTR1_F1::TPO2_F3	FTR1:TPO2	FTR1	TPO2	YER145C	YGR138C	0.480061877463413	0.00288969824187073	0.256993348028319	0.0438307966683515
NaCl	TM_4167	FTR1_F1::HNM1_F3	FTR1:HNM1	FTR1	HNM1	YER145C	YGL077C	0.67634588060193	0.00197888729364358	0.322739000201128	0.0103952936997928
NaCl	TM_3133	FMP45_F1::TCB3_F3	FMP45:TCB3	FMP45	TCB3	YDL222C	YML072C	0.679292157832624	0.000130213507515016	0.698739040900856	0.000499142649358569
NaCl	TM_3101	RTN2_F1::RTN2_F3	RTN2:RTN2	RTN2	RTN2	YDL204W	YDL204W	0.646645322203357	0.000332703324142717	0.948633824485032	0.000161693789388809
NaCl	TM_3359	PST2_F1::SFK1_F3	PST2:SFK1	PST2	SFK1	YDR032C	YKL051W	0.313102517242331	0.00280680013355768	0.614115903687878	0.000387952748073178
NaCl	TM_3617	GSY2_F1::ADE17_F3	GSY2:ADE17	GSY2	ADE17	YLR258W	YMR120C	0.605363751459459	0.000410781912750103	0.399972702953621	0.00160038455664841
NaCl	TM_3226	FMP45_F1::HXT1_F3	FMP45:HXT1	FMP45	HXT1	YDL222C	YHR094C	1.02564079348053	5.13267975360051e-05	0.906737308395495	9.59466303795278e-05
NaCl	TM_3236	FMP45_F1::FCY2_F3	FMP45:FCY2	FMP45	FCY2	YDL222C	YER056C	0.318277071970419	0.0207145108798978	0.900334754875429	0.000933442008640824
NaCl	TM_3215	FMP45_F1::HXT5_F3	FMP45:HXT5	FMP45	HXT5	YDL222C	YHR096C	0.716821626871742	0.000699196819257386	1.35154167275396	1.08565240466944e-05
NaCl	TM_3254	MAM33_F1::SFK1_F3	MAM33:SFK1	MAM33	SFK1	YIL070C	YKL051W	0.289056217673703	0.0263461788155592	0.333128414671975	0.0102176061069974
NaCl	TM_3814	PGM2_F1::PGM2_F3	PGM2:PGM2	PGM2	PGM2	YMR105C	YMR105C	1.38989070860982	6.09266898548038e-05	0.64237942266146	0.000161693789388809
NaCl	TM_2733	SLY1_F1::RBD2_F3	SLY1:RBD2	SLY1	RBD2	YDR189W	YPL246C	0.281385153678617	0.0293367062431605	1.46355610627916	0.000489338179243965
NaCl	TM_1847	PST2_F1::ADE17_F3	PST2:ADE17	PST2	ADE17	YDR032C	YMR120C	0.525288920175583	0.000724953841346801	0.268435065585557	0.00751491409064067
NaCl	TM_1489	EHT1_F1::AYR1_F3	EHT1:AYR1	EHT1	AYR1	YBR177C	YIL124W	0.361214156731087	0.0267583009406315	0.609698956568892	0.0179189067716694
NaCl	TM_1354	YBL029C-A_F1::FTR1_F3	YBL029C-A:FTR1	YBL029C-A	FTR1	YBL029C-A	YER145C	0.614126064488328	0.000410781912750103	1.14532663582498	9.53904033843432e-05
NaCl	TM_1463	FMP45_F1::ITR1_F3	FMP45:ITR1	FMP45	ITR1	YDL222C	YDR497C	0.440802006340146	0.000394940704810315	0.636133881204193	0.000810357506018071
NaCl	TM_2772	CAP2_F1::ARC35_F3	CAP2:ARC35	CAP2	ARC35	YIL034C	YNR035C	0.530747725710309	0.00372900380619907	0.403929302933269	0.00342652734717706
NaCl	TM_1764	RIM1_F1::SFK1_F3	RIM1:SFK1	RIM1	SFK1	YCR028C-A	YKL051W	0.523452090619363	0.0179494585742097	0.380794371307436	0.0165320086465781
NaCl	TM_2450	GPA2_F1::FTR1_F3	GPA2:FTR1	GPA2	FTR1	YER020W	YER145C	0.437788102242228	0.00197888729364358	0.284016678683596	0.00914318020372364
NaCl	TM_1598	FMP45_F1::YGR130C_F3	FMP45:YGR130C	FMP45	YGR130C	YDL222C	YGR130C	0.387771552763621	0.00641368128900041	0.546725294388795	0.000318483515348591
NaCl	TM_2660	FLC2_F1::FMP45_F3	FLC2:FMP45	FLC2	FMP45	YAL053W	YDL222C	0.346088855301945	0.0203637234330082	0.549680922320301	0.00212697633856803
NaCl	TM_1946	FMP45_F1::TPO2_F3	FMP45:TPO2	FMP45	TPO2	YDL222C	YGR138C	1.04215482325912	4.18730766140089e-05	0.27974657493189	0.00887023984169807
NaCl	TM_2573	HXT5_F1::PDR12_F3	HXT5:PDR12	HXT5	PDR12	YHR096C	YPL058C	0.474019573325743	0.000369205686943296	0.833880648415027	0.000499142649358569
sorbitol	TM_1358	YNL247W_F1::YNL247W_F3	YNL247W:YNL247W	YNL247W	YNL247W	YNL247W	YNL247W	0.373718248231858	0.0495157883143097	0.767018938897706	0.0177000937278138
sorbitol	TM_3381	CNS1_F1::HGH1_F3	CNS1:HGH1	CNS1	HGH1	YBR155W	YGR187C	1.04363094993983	0.00244262115714212	0.396048548535052	0.00671107304019978
sorbitol	TM_3844	ERP1_F1::PHO88_F3	ERP1:PHO88	ERP1	PHO88	YAR002C-A	YBR106W	0.303099835289371	0.0309443560667648	0.423538542412874	0.0089374549373262
sorbitol	TM_3506	VPS24_F1::VPS24_F3	VPS24:VPS24	VPS24	VPS24	YKL041W	YKL041W	0.70224484898943	0.00614892337238515	0.469300151794869	0.00684466182840543
sorbitol	TM_3733	REI1_F1::LSG1_F3	REI1:LSG1	REI1	LSG1	YBR267W	YGL099W	0.324774951217069	0.0162062943843057	0.301006859381717	0.0220389365401397
sorbitol	TM_3682	LYS20_F1::LYS20_F3	LYS20:LYS20	LYS20	LYS20	YDL182W	YDL182W	0.454465874975554	0.0169565611415556	0.417872200671013	0.0060684678038214
sorbitol	TM_3293	VMA6_F1::VMA5_F3	VMA6:VMA5	VMA6	VMA5	YLR447C	YKL080W	0.407091928250962	0.00877354556789942	0.313310793051933	0.0409058111649856
sorbitol	TM_1066	ERP1_F1::ERP4_F3	ERP1:ERP4	ERP1	ERP4	YAR002C-A	YOR016C	0.42111582347712	0.0105366314403042	0.36149493333536	0.0395345167563586
sorbitol	TM_0383	YKE2_F1::GIM5_F3	YKE2:GIM5	YKE2	GIM5	YLR200W	YML094W	0.302384433475128	0.00443905435897072	0.26970028694786	0.00918208758890701
sorbitol	TM_3461	KEX1_F1::FTR1_F3	KEX1:FTR1	KEX1	FTR1	YGL203C	YER145C	0.342961700663842	0.0403662202375063	0.578484728653462	0.0060684678038214
sorbitol	TM_3414	CDC39_F1::CDC39_F3	CDC39:CDC39	CDC39	CDC39	YCR093W	YCR093W	0.480374570428818	0.00986107657510846	0.614567676386841	0.0126864148777104
sorbitol	TM_2610	DHH1_F1::PUB1_F3	DHH1:PUB1	DHH1	PUB1	YDL160C	YNL016W	0.826504993030245	0.00262243537362734	0.255829182327258	0.0244152919700875
sorbitol	TM_2228	MUP1_F1::HXT2_F3	MUP1:HXT2	MUP1	HXT2	YGR055W	YMR011W	0.613678363443446	0.0334544089093058	0.314276343649848	0.0199171757445796
sorbitol	TM_2733	SLY1_F1::RBD2_F3	SLY1:RBD2	SLY1	RBD2	YDR189W	YPL246C	0.270974587793665	0.0261616762246541	1.36325710698043	0.00729618324706769
sorbitol	TM_1354	YBL029C-A_F1::FTR1_F3	YBL029C-A:FTR1	YBL029C-A	FTR1	YBL029C-A	YER145C	0.473993326820208	0.00640992309214829	0.911256745578784	0.0060684678038214
menadione	TM_0434	UTP8_F1::UTP15_F3	UTP8:UTP15	UTP8	UTP15	YGR128C	YMR093W	0.25812305046076	0.0252788915142568	0.333493805048994	0.0396724018911753
menadione	TM_4150	TPO1_F1::PDR5_F3	TPO1:PDR5	TPO1	PDR5	YLL028W	YOR153W	0.296031466407777	0.0120340087324529	0.328235685588419	0.0212524366554378
menadione	TM_3682	LYS20_F1::LYS20_F3	LYS20:LYS20	LYS20	LYS20	YDL182W	YDL182W	0.509584953937756	0.0129831946938802	0.35395310988044	0.00790970324927103
menadione	TM_4049	SNQ2_F1::SNQ2_F3	SNQ2:SNQ2	SNQ2	SNQ2	YDR011W	YDR011W	1.59231858533171	1.19995437865439e-05	1.64856694174927	3.84617489370253e-05
menadione	TM_1066	ERP1_F1::ERP4_F3	ERP1:ERP4	ERP1	ERP4	YAR002C-A	YOR016C	0.424081308633218	0.0119006819270761	0.448572999741373	0.0223455235535783
menadione	TM_3530	SNA4_F1::FTH1_F3	SNA4:FTH1	SNA4	FTH1	YDL123W	YBR207W	0.34506122127608	0.0412791294896261	0.467939867735263	0.0328800083584402
menadione	TM_2547	RIB5_F1::RIB5_F3	RIB5:RIB5	RIB5	RIB5	YBR256C	YBR256C	0.256021291621488	0.00707711675915778	0.287953532493253	0.0170550956702269
menadione	TM_0768	SNQ2_F1::TPO2_F3	SNQ2:TPO2	SNQ2	TPO2	YDR011W	YGR138C	0.323637155164086	0.0120340087324529	0.268812880267019	0.036948952049016
heat-shock	TM_1358	YNL247W_F1::YNL247W_F3	YNL247W:YNL247W	YNL247W	YNL247W	YNL247W	YNL247W	0.789116414083235	0.00153342554469229	1.25386340239745	0.00070440198158971
heat-shock	TM_4056	CBF1_F1::CBF1_F3	CBF1:CBF1	CBF1	CBF1	YJR060W	YJR060W	0.285348000262236	0.0110875518219216	0.805411094151063	0.000683102540130904
heat-shock	TM_1644	HOG1_F1::RCK2_F3	HOG1:RCK2	HOG1	RCK2	YLR113W	YLR248W	0.271182165802882	0.0079695121596585	0.395938166421919	0.00143865351290452
heat-shock	TM_1603	RPT5_F1::RPT4_F3	RPT5:RPT4	RPT5	RPT4	YOR117W	YOR259C	0.837614348844946	0.000184102777818995	0.56662376463661	0.000495113102234015
heat-shock	TM_3989	YCR043C_F1::LPP1_F3	YCR043C:LPP1	YCR043C	LPP1	YCR043C	YDR503C	0.331430583911732	0.00314540705080455	0.450959095154492	0.00175797188852331
heat-shock	TM_4011	UGA2_F1::UGA2_F3	UGA2:UGA2	UGA2	UGA2	YBR006W	YBR006W	0.38492392512471	0.000391827757864117	0.263911033970265	0.00797222045654549
heat-shock	TM_0693	GIS2_F1::BRE5_F3	GIS2:BRE5	GIS2	BRE5	YNL255C	YNR051C	0.272756472649428	0.00132269053622309	0.471757753285223	0.017493880288151
heat-shock	TM_3381	CNS1_F1::HGH1_F3	CNS1:HGH1	CNS1	HGH1	YBR155W	YGR187C	1.06078134079577	0.000463698286463592	0.614563013216255	0.0007094333760471
heat-shock	TM_3843	GSY2_F1::GSY2_F3	GSY2:GSY2	GSY2	GSY2	YLR258W	YLR258W	1.06771820120659	0.000495489711925962	0.458741688206944	0.000517467432639722
heat-shock	TM_3733	REI1_F1::LSG1_F3	REI1:LSG1	REI1	LSG1	YBR267W	YGL099W	0.421919217101088	0.00561220269251258	0.292144747649903	0.0121577319989172
heat-shock	TM_3639	MEH1_F1::GTR1_F3	MEH1:GTR1	MEH1	GTR1	YKR007W	YML121W	0.891240820736215	0.00010894686899825	0.410844847603743	0.0057871949329945
heat-shock	TM_1017	OCA4_F1::OCA5_F3	OCA4:OCA5	OCA4	OCA5	YCR095C	YHL029C	0.526408528213215	0.00753262168323623	0.524822625481255	0.0139461719188381
heat-shock	TM_1948	APS1_F1::APL4_F3	APS1:APL4	APS1	APL4	YLR170C	YPR029C	0.480281102596258	0.0040967841525971	0.298466559287366	0.0147945978757516
heat-shock	TM_0762	ALO1_F1::ADE17_F3	ALO1:ADE17	ALO1	ADE17	YML086C	YMR120C	0.372924454263993	0.00695246146935189	0.304592296910812	0.0126697062275388
